No,施設区分,配置施設名,所管課,所在地,lat,lng,電話番号,AED利用可能時間,時間外利用方法,,施設数,配置台数,施設内の設置場所,,,,,,,
257,公園等,大浜公園（プール開催期間中のみ）,公園整備課,駿河区西島１３８０番地,34.940316,138.408611,-,プール開催期間の開園時間のみ,時間外利用不可,,1,1,管理棟２階事務室内(開催期間),,,,,,,
258,,下川原公園（プール開催期間中のみ）,公園整備課,駿河区下川原六丁目２４番地６,34.932861,138.377242,-,プール開催期間の開園時間のみ,時間外利用不可,,1,1,管理棟２階事務室内(開催期間),,,,,,,
259,,東新田公園（徒渉池開催期間中のみ）,公園整備課,駿河区東新田四丁目９２４番地,34.942819,138.374278,-,プール開催期間の開園時間のみ（平成28年度からは設置しない）,時間外利用不可,,1,1,徒渉池横監視員待機場所(開催期間),,,,,,,
260,,広野海岸公園管理棟,水産漁港課,駿河区広野海岸通１,34.923368,138.37432,354-2184,8:30～17:15 月～金(祝日を除く）,時間外利用不可,,1,1,管理棟事務室内,,,,,,,
261,,用宗公園（プール開催期間中のみ）,公園整備課,駿河区用宗五丁目１９１５番地,34.920218,138.361154,,プール開催期間の開園時間のみ,時間外利用不可,,1,1,管理棟２階事務室内(開催期間),,,,,,,
262,小学校,市立大里西小学校,教育施設課,駿河区中原４００,34.956953,138.386376,285-9195,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,体育館,,,,,,,
263,,市立大里東小学校,教育施設課,駿河区高松２３１０,34.946541,138.418785,237-0879,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階玄関ロビー,,,,,,,
264,,市立大谷小学校,教育施設課,駿河区大谷３６８３－２,34.954832,138.429284,237-0008,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,2,１階校長室前廊下,,,,,,,
265,,市立大谷小学校,教育施設課,駿河区大谷３６８３－２,34.954832,138.429284,237-0008,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,,,体育館前,,,,,,,
266,,市立長田北小学校,教育施設課,駿河区向敷地８９０,34.962378,138.358673,258-2997,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階職員室前廊下,,,,,,,
267,,市立長田西小学校,教育施設課,駿河区丸子六丁目１５－６５,34.946299,138.350408,259-8256,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,中央玄関,,,,,,,
268,,市立長田東小学校,教育施設課,駿河区東新田三丁目１０－１,34.946038,138.372684,259-7516,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階玄関ロビー,,,,,,,
269,,市立長田南小学校,教育施設課,駿河区広野四丁目７－１,34.927726,138.369359,259-6133,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階職員玄関前,,,,,,,
270,,市立川原小学校,教育施設課,駿河区下川原四丁目１４－１,34.937217,138.383005,259-5911,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階保健室前廊下,,,,,,,
271,,市立久能小学校,教育施設課,駿河区古宿２１３－２,34.957862,138.456473,237-4744,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,2,１階玄関ロビー,,,,,,,
272,,市立久能小学校,教育施設課,駿河区古宿２１３－２,34.957862,138.456473,237-4744,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,,,体育館入口,,,,,,,
273,,市立東源台小学校,教育施設課,駿河区国吉田六丁目７－４５,34.989142,138.437682,265-2500,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階玄関ロビー,,,,,,,
274,,市立中島小学校,教育施設課,駿河区中島２９９２－１,34.941075,138.399565,283-4455,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階保健室前廊下,,,,,,,
275,,市立中田小学校,教育施設課,駿河区中田二丁目１４－１,34.963872,138.392345,286-3245,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,体育館入口,,,,,,,
276,,市立南部小学校,教育施設課,駿河区南八幡町１１－１,34.962411,138.403111,286-8019,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階玄関ロビー,,,,,,,
277,,市立西豊田小学校,教育施設課,駿河区曲金二丁目８－８０,34.978368,138.407355,285-9165,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,東校舎１階廊下,,,,,,,
278,,市立東豊田小学校,教育施設課,駿河区池田４９１－２,34.984045,138.423467,262-1191,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,南校舎西１階玄関ホール,,,,,,,
279,,市立富士見小学校,教育施設課,駿河区登呂一丁目１－１,34.960642,138.409919,286-3165,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階職員室前昇降口,,,,,,,
280,,市立宮竹小学校,教育施設課,駿河区宮竹二丁目１２－１,34.951732,138.417491,237-2231,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階保健室前廊下,,,,,,,
281,,市立森下小学校,教育施設課,駿河区森下町２－１,34.971324,138.392961,286-3105,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階校長室前廊下,,,,,,,
282,中学校,市立大里中学校,教育施設課,駿河区中野新田５７－５,34.952193,138.385166,285-0185,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階保健室前廊下,,,,,,,
283,,市立長田西中学校,教育施設課,駿河区丸子一丁目１－１,34.947474,138.359674,259-1278,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,2,１階玄関ロビー,,,,,,,
284,,市立長田西中学校,教育施設課,駿河区丸子一丁目１－１,34.947474,138.359674,259-1278,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,,,体育館入口,,,,,,,
285,,市立長田南中学校,教育施設課,駿河区みずほ三丁目９－１,34.937722,138.368123,259-2341,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階玄関ロビー,,,,,,,
286,,市立城山中学校,教育施設課,駿河区小坂二丁目３３,34.930537,138.357133,258-4646,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階保健室前廊下,,,,,,,
287,,市立高松中学校,教育施設課,駿河区登呂四丁目６－１,34.958378,138.41023,285-4154,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階職員室前廊下,,,,,,,
288,,市立豊田中学校,教育施設課,駿河区豊田一丁目３－１,34.971224,138.409029,285-8201,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,校舎中央渡り廊下出入口,,,,,,,
289,,市立中島中学校,教育施設課,駿河区中島３３０３,34.934597,138.395185,284-8740,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,体育館入口,,,,,,,
290,,市立東豊田中学校,教育施設課,駿河区国吉田五丁目２３－１,34.991364,138.437074,262-1231,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階職員室前廊下,,,,,,,
291,,市立南中学校,教育施設課,駿河区宮竹二丁目１１－１,34.951024,138.41839,237-4900,月曜～金曜8:15～16:45（ただし、国民の祝日、年末年始、行事等の振替休日は不可）,時間外利用不可,,1,1,１階保健室前廊下,,,,,,,
292,看護専門学校,静岡看護専門学校,静岡看護専門学校,駿河区南八幡町８番１号,34.960278,138.402675,288-1230,8:30～17:15　月～金（土・日・祝日、年末年始除く）,時間外利用不可,,1,1,１階ロビー,,,,,,,
293,下水処理場,高松浄化センター,下水道施設課,駿河区登呂五丁目３番１号,34.953998,138.407592,282-2200,月～金（祝日、12/29～1/3を除く）　8:30～17:15,入場門扉ｲﾝﾀｰﾎｰﾝで声をかけてください,,1,1,管理棟1階玄関ホール右側,,,,,,,
294,,中島浄化センター,下水道施設課,駿河区中島１７１１番地の１,34.933617,138.397862,285-3469,月～金（祝日、12/29～1/3を除く）　8:30～17:15,要電話,,1,1,管理棟１階ロビー（事務所前）,,,,,,,
295,,長田浄化センター,下水道施設課,駿河区下川原南４番１号,34.931914,138.385216,256-6237,月～金（祝日、12/29～1/3を除く）　8:30～17:15,要電話,,1,1,管理棟１階通路（受託職員事務所）,,,,,,,
296,その他,環境保健研究所,環境保健研究所,駿河区小黒一丁目４番７号,34.973704,138.400611,285-2131,8:30～17:15　月～金（祝日を除く）　　　,時間外利用不可,,1,1,玄関受付,,,,,,,
297,,静岡競輪場,公営競技事務所,駿河区小鹿二丁目９番１号,34.97373,138.419412,283-3200,10:00～17:00 （競輪開催日のみ）,守衛室へ声をお掛けください。,,1,2,①事務所棟１階自衛警備員室,,,,,,,
298,,,,,34.97373,138.419412,,10:00～17:00 （競輪開催日のみ）,守衛室へ声をお掛けください。,,,,②南入場口警備員詰所,,,,,,,
299,,森下町自転車等駐車場,交通政策課,駿河区森下町１番１号,34.971993,138.391848,284-8011,5：30～23：30,時間外利用不可,,1,1,管理人室内,,,,,,,
300,,安倍川駅西口駐輪場,交通政策課,駿河区鎌田４３２番地の６,34.94068,138.363648,256-3285,４：30～24：31,時間外利用不可,,1,1,駐輪場入口ゲート横,,,,,,,
301,,道の駅「宇津ノ谷峠」　　　 　(静岡市側）,道路計画課,駿河区宇津ノ谷８２－２,34.937543,138.309654,256-2545,7:00～19:00,時間外利用不可,,1,1,物産館内,,,,,,,
302,市庁舎・区役所等,蒲原支所,清水区蒲原支所,清水区蒲原新田一丁目２１－１,35.116402,138.595493,385-3111,24時間,警備員室・守衛室へ声をお掛けください。,,1,1,１階受付カウンター前,,,,,,,
303,,清水区役所,清水区地域総務課　,清水区旭町６番８号,35.015891,138.489533,354-2391,8:30～17:15　月～金(祝日除く),警備員室・守衛室へ声をお掛けください。,,1,2,①１階総合案内所横,,,,,,,
304,,,,,35.015891,138.489533,,8:30～17:15　月～金(祝日除く),警備員室・守衛室へ声をお掛けください。,,,,②４階清水区地域総務課横,,,,,,,
305,,清水区役所地域総務課（イベント貸出用）,シティプロモーション課,清水区旭町６番８号（清水区役所）,35.015891,138.489533,354-2024,貸出受付は8:30～17:15　月～金(祝日除く)使用日直近営業日に貸出、使用後直近営業日に返却（要予約）,時間外利用不可,,―,2,＊清水区役所地域総務課にて貸出受付,,,,,,,
306,,清水区役所地域総務課（イベント貸出用）,観光・シティプロモーション課,清水区旭町６－８（清水区役所）,35.015891,138.489533,354-2024,貸出受付は8:30～17:15　月～金(祝日除く)使用日直近営業日に貸出、使用後直近営業日に返却（要予約）,警備員室・守衛室へ声をお掛けください。,,―,2,＊清水区役所地域総務課にて貸出受付,,,,,,,
307,スポーツ施設等,蒲原西部コミュニティセンター,スポーツ振興課,清水区蒲原堰沢４５５番地の１,35.115097,138.581394,221-1071,9:00～21:00　　　（年末年始除く）,時間外利用不可,,1,1,１階入口横,,,,,,,
308,,蒲原体育館,スポーツ振興課,清水区蒲原新田一丁目２１番１号,35.116402,138.595493,221-1071,9:00～21:00（年末年始除く）,時間外利用不可,,1,1,１階ホール,,,,,,,
309,,蒲原東部コミュニティセンター,スポーツ振興課,清水区蒲原４９８０番地の１０,35.129702,138.623657,221-1071,9:00～21:00　　　（年末年始除く）,時間外利用不可,,1,1,１階入口横,,,,,,,
310,,清水庵原球場,スポーツ振興課,清水区庵原町３０００番地,35.056327,138.47055,361-1189,9:00～21:00（年末年始除く）,時間外利用不可,,1,1,１階玄関ホール,,,,,,,
311,,清水清見潟公園（体育館、室内プール、トレーニング室）,スポーツ振興課,清水区横砂４０８番地の３８,35.037571,138.500762,367-9780,8:30～21:00（年末年始除く）,時間外利用不可,,1,1,事務所（内）入口,,,,,,,
312,,清水総合運動場,スポーツ振興課,清水区清開二丁目１番１号,34.996218,138.492283,334-5049,8:30～21:00（年末年始除く）,時間外利用不可,,1,2,①体育館事務所内,,,,,,,
313,,,,,34.996218,138.492283,,8:30～21:00（年末年始除く）,時間外利用不可,,,,②陸上競技場医務室前,,,,,,,
314,,清水長崎新田スポーツ交流センター,スポーツ振興課,清水区長崎新田２０７番地,35.016586,138.44945,344-3055,9:00～21:00（年末年始除く）,時間外利用不可,,1,1,事務所,,,,,,,
315,,清水ナショナルトレーニングセンター,スポーツ振興課,清水区山切１４８７番地の１,35.054844,138.480969,371-9000,9:00～21:00（年末年始除く）,警備員室・守衛室へ声をお掛けください。,,1,1,フロント横,,,,,,,
316,,清水日本平運動公園,スポーツ振興課,清水区村松３８８０番地の１,34.985127,138.48096,[球技場]335-5111[庭球場]336-2611,[球技場]8:30～21:00（年末年始除く）[庭球場]9:00～17:00（年末年始除く）※季節により変更あり,時間外利用不可,,1,5,①メインスタンド１階フロア,,,,,,,
317,,,,,34.985127,138.48096,,[球技場]8:30～21:00（年末年始除く）[庭球場]9:00～17:00（年末年始除く）※季節により変更あり,時間外利用不可,,,,②バックスタンド第３ゲート,,,,,,,
318,,,,,34.985127,138.48096,,[球技場]8:30～21:00（年末年始除く）[庭球場]9:00～17:00（年末年始除く）※季節により変更あり,時間外利用不可,,,,③東サイドスタンド授乳室,,,,,,,
319,,,,,34.985127,138.48096,,[球技場]8:30～21:00（年末年始除く）[庭球場]9:00～17:00（年末年始除く）※季節により変更あり,時間外利用不可,,,,④西サイドスタンド第1ゲート,,,,,,,
320,,,,,34.985127,138.48096,,[球技場]8:30～21:00（年末年始除く）[庭球場]9:00～17:00（年末年始除く）※季節により変更あり,時間外利用不可,,,,⑤庭球場事務所,,,,,,,
321,,清水蛇塚スポーツグラウンド,スポーツ振興課,清水区蛇塚３０番地の５,34.96537,138.47496,336-3015,9:00～21:00（月曜日及び年末年始除く）,時間外利用不可,,1,1,事務所,,,,,,,
322,,清水三保体育館,スポーツ振興課,清水区三保２０６９番地の２６,35.01005,138.527326,335-7892,24時間,警備員室・守衛室へ声をお掛けください。,,1,1,事務所,,,,,,,
323,,東部勤労者福祉センター,商業労政課,清水区島崎町２２３番地,35.020254,138.48953,355-3111,8:30～22:00（第2・4月曜日（休日の場合は翌日）、12/29～1/3を除く）,時間外利用不可,,1,1,４階フィットネス受付横,,,,,,,
324,,三保真崎海水浴場（海水浴場開設期間のみ）,観光交流課,清水区三保,35.002045,138.515905,221-1421,8:30～17:00開設期間のみ,時間外利用不可,,1,1,管理事務所内（開設期間のみ）,,,,,,,
325,,由比体育館,スポーツ振興課,清水区由比４５６番地の１５１,35.110845,138.562371,221-1071,9:00～21:00　　　（年末年始除く）,時間外利用不可,,1,1,１階ホール,,,,,,,
326,生涯学習施設,飯田生涯学習交流館,生涯学習推進課,清水区下野西３番１９号,35.033663,138.46674,364-0911,8:30～21:30第１・３日曜日以外の曜日（祝日を除く）,時間外利用不可,,1,1,１階事務室横,,,,,,,
327,,庵原生涯学習交流館,生涯学習推進課,清水区庵原町６８番地の１,35.04409,138.483308,366-7564,8:30～21:30第１・３日曜日以外の曜日（祝日を除く）,時間外利用不可,,1,1,１階ロビー,,,,,,,
328,,入江生涯学習交流館,生涯学習推進課,清水区入江三丁目８番１２号,35.016568,138.476701,363-2802,8:30～21:30第１・３日曜日以外の曜日（祝日を除く）,時間外利用不可,,1,1,１階ロビー,,,,,,,
329,,有度生涯学習交流館,生涯学習推進課,清水区草薙一里山３番１号,35.006685,138.452523,345-4886,8:30～21:30第１・３日曜日以外の曜日（祝日を除く）,時間外利用不可,,1,1,１階事務室横,,,,,,,
330,,江尻生涯学習交流館,生涯学習推進課,清水区小芝町３番３５号,35.02317,138.482356,367-3321,8:30～21:30第１・３日曜日以外の曜日（祝日を除く）,時間外利用不可,,1,1,１階事務室横,,,,,,,
331,,岡生涯学習交流館,生涯学習推進課,清水区桜が丘町７番１号,35.010858,138.477368,354-1350,8:30～21:30第１・３日曜日以外の曜日（祝日を除く）,時間外利用不可,,1,1,１階事務室横,,,,,,,
332,,興津生涯学習交流館,生涯学習推進課,清水区興津本町８２９番地,35.047515,138.51808,369-1111,8:30～21:30第１・３日曜日以外の曜日（祝日を除く）,時間外利用不可,,1,1,１階玄関ホール,,,,,,,
333,,小島生涯学習交流館,生涯学習推進課,清水区但沼町３０３番地,35.101672,138.512286,393-2053,8:30～21:30第１・３日曜日以外の曜日（祝日を除く）,時間外利用不可,,1,1,１階市民サービスコーナー入口,,,,,,,
334,,折戸生涯学習交流館,生涯学習推進課,清水区折戸四丁目８番６０号,34.990162,138.513507,335-6470,8:30～21:30第１・３日曜日以外の曜日（祝日を除く）,時間外利用不可,,1,1,１階入口ロビー,,,,,,,
335,,蒲原生涯学習交流館,生涯学習推進課,清水区蒲原新田一丁目２１番１号,35.116402,138.595493,385-4331,8:30～21:30第１・３日曜日以外の曜日（祝日を除く）,時間外利用不可,,1,1,１階事務室横,,,,,,,
336,,駒越生涯学習交流館,生涯学習推進課,清水区迎山町１番７号,34.97782,138.494134,335-6171,8:30～21:30第１・３日曜日以外の曜日（祝日を除く）,時間外利用不可,,1,1,１階入口ロビー,,,,,,,
337,,清水生涯学習交流館,生涯学習推進課,清水区松井町７番２２号,35.002253,138.49233,352-7755,8:30～21:30第１・３日曜日以外の曜日（祝日を除く）,時間外利用不可,,1,1,２階受付カウンター横,,,,,,,
338,,袖師生涯学習交流館,生涯学習推進課,清水区袖師町１０９２番地の１,35.034883,138.491643,367-1138,8:30～21:30第１・３日曜日以外の曜日（祝日を除く）,時間外利用不可,,1,1,１階事務室横,,,,,,,
339,,高部生涯学習交流館,生涯学習推進課,清水区押切１０８６番地の２,35.029219,138.44995,346-0828,8:30～21:30第１・３日曜日以外の曜日（祝日を除く）,時間外利用不可,,1,1,１階ホール,,,,,,,
340,,辻生涯学習交流館,生涯学習推進課,清水区宮代町５番７５号,35.024953,138.483442,364-0234,8:30～21:30第１・３日曜日以外の曜日（祝日を除く）,時間外利用不可,,1,1,１階ロビー,,,,,,,
341,,浜田生涯学習交流館,生涯学習推進課,清水区浜田町４番４号,35.015055,138.482561,351-3030,8:30～21:30第１・３日曜日以外の曜日（祝日を除く）,時間外利用不可,,1,1,１階ロビー,,,,,,,
342,,不二見生涯学習交流館,生涯学習推進課,清水区村松５３４番地の２,34.990807,138.487562,335-6211,8:30～21:30第１・３日曜日以外の曜日（祝日を除く）,時間外利用不可,,1,1,１階事務室横,,,,,,,
343,,船越生涯学習交流館,生涯学習推進課,清水区船越三丁目１２番７４号,34.998844,138.468302,351-3121,8:30～21:30第１・３日曜日以外の曜日（祝日を除く）,時間外利用不可,,1,1,１階事務室,,,,,,,
344,,三保生涯学習交流館,生涯学習推進課,清水区三保１０７４番地の８,34.999554,138.520224,334-2230,8:30～21:30第１・３日曜日以外の曜日（祝日を除く）,時間外利用不可,,1,1,１階入口,,,,,,,
345,,由比生涯学習交流館,生涯学習推進課,清水区由比北田４５７番地の１,35.106965,138.562368,376-0511,8:30～21:30第１・３日曜日以外の曜日（祝日を除く）,時間外利用不可,,1,1,１階事務室,,,,,,,
346,,両河内生涯学習交流館,生涯学習推進課,清水区和田島８５５番地の３,35.109978,138.47726,395-2311,8:30～21:30第１・３日曜日以外の曜日（祝日を除く）,時間外利用不可,,1,1,１階ロビー,,,,,,,
347,図書館,蒲原図書館,中央図書館,清水区蒲原新田一丁目２２番２２号,35.116046,138.594807,388-3456,火～金曜日は9:30～19:00、土・日曜日は9:30～17:00。ただし、毎週月曜日・国民の祝日・第４水曜日（祝日の場合は翌日）、所蔵点検期間中、年末年始は休館日で利用不可。,時間外利用不可,,1,1,１階エレベーター横,,,,,,,
348,,清水中央図書館,中央図書館,清水区入江岡町１５番２３号,35.011702,138.479642,354-1331,月～金曜日は9:30～19:00、土・日曜日・国民の祝日は9:30～17:00。ただし、毎月第２月曜日・第４水曜日（祝日の場合は翌日）、祝日の次の平日、所蔵点検期間中、年末年始は休館日で利用不可。,時間外利用不可,,1,1,１階男子トイレ横,,,,,,,
349,文化施設等,お休み処,歴史文化課,清水区蒲原三丁目２５番３号,35.120257,138.605684,385-7111,休館日（月曜日（祝日以外）、祝日の翌日、年末年始（12月26日～1月5日））を除く日　9:30～16:30（11月～2月は16:00）,時間外利用不可,,1,1,玄関,,,,,,,
350,,旧五十嵐邸,歴史文化課,清水区蒲原三丁目２３番３号,35.119846,138.603251,385-2023,休館日（月曜日（祝日以外）、祝日の翌日、年末年始（12月26日～1月5日））を除く日　9:30～16:30（11月～2月は16:00）,時間外利用不可,,1,1,玄関,,,,,,,
351,,小池邸,歴史文化課,清水区由比寺尾４６４番９号,35.091655,138.548532,376-0611,休館日（月曜日（祝日以外）、祝日の翌日、年末年始（12月26日～1月5日））を除く日　9:30～16:30（11月～2月は16:00）,時間外利用不可,,1,1,土間管理人室横,,,,,,,
352,,こどもクリエイティブタウンまある,産業政策課,清水区辻１丁目２番１号,35.023929,138.487536,367-4320,月～火：9：30～17：30　木～日：9：30～17：30（毎週水曜日休館、水曜日が祝日の場合は翌日休館、年末年始は休館日）,時間外利用不可,,1,1,３階受付カウンター,,,,,,,
353,,静岡市清水文化会館マリナート,文化振興課,清水区島崎町２１４番,35.021908,138.489503,353-8885,9：00～22：00休館日以外 （休館日：毎週月曜日（休日の場合はその翌日）、年末年始、臨時休館日）,時間外利用不可,,1,2,①１階エントランスホール　階段横,,,,,,,
354,,,,,35.021908,138.489503,,9：00～22：00休館日以外 （休館日：毎週月曜日（休日の場合はその翌日）、年末年始、臨時休館日）,時間外利用不可,,,,②事務室内,,,,,,,
355,,清水産業・情報プラザ,産業政策課,清水区相生町６番１７号,35.014191,138.489069,355-5400,月～金：9：00～21：00土・日　：9：00～17：00（第３日曜、祝日及び年末年始は休館日）,警備員室・守衛室へ声をお掛けください。,,1,1,２階パソコン体験コーナー,,,,,,,
356,,清水市民活動センター,市民自治推進課,清水区港町二丁目１番１号キララシティ　２階,35.007567,138.49153,340-1010,年末年始（12/29～1/3）を除く月～土（第１、第３水曜日を除く）　9：00～21：30日・祝　9：00～18：00,時間外利用不可,,1,1,入口付近受付前,,,,,,,
357,,東海道広重美術館,観光交流課,清水区由比２９７番地の１,35.107726,138.567423,375-4454,9：00～17：00休館日以外 （休館日：毎週月曜日（休日の場合はその翌日）、12/28～1/4、臨時休館日）,時間外利用不可,,1,1,１階エントランスホール　階段横,,,,,,,
358,,はごろも情報ひろば「みほナビ」,歴史文化課,清水区三保１３３８番４７号、４８号,34.995121,138.522802,,休館日：なし9:00～16:00（夏季期間の土曜日、日曜日、祝日等は9:00～17:00）,時間外利用不可,,1,1,03ブース内奥,,,,,,,
359,,埋蔵文化財センター,歴史文化課,清水区横砂東町３３番２号,35.047212,138.505059,367-9436,月～金（祝日除く）、第１・第３日曜日8:30～17:15,時間外利用不可,,1,1,１階ホール事務所横,,,,,,,
360,福祉施設等,蒲原白銀児童館,子ども未来課,清水区蒲原７２１－４,35.118055,138.608706,385-5651,9：00～17：30（月曜日（祝日を除く）、祝日の翌日、毎月第３日曜日、年末年始は除く）,時間外利用不可,,1,1,玄関ホール,,,,,,,
361,,蒲原老人デイサービスセンター,高齢者福祉課,清水区蒲原７２１番地の４,35.118055,138.608706,385-5554,月～土（休館日除く）8：30～17：15,時間外利用不可,,1,1,１階ロビー,,,,,,,
362,,蒲原老人福祉センター,高齢者福祉課,清水区蒲原神沢１３６３番地の４,35.114269,138.571351,388-3186,月～金（休館日除く）8：30～17：30,時間外利用不可,,1,1,集会室入り口,,,,,,,
363,,草薙児童館,子ども未来課,清水区草薙一里山３－１,35.006685,138.452523,345-5100,9：00～17：30（月曜日（祝日を除く）、祝日の翌日、毎月第３日曜日、年末年始は除く）,時間外利用不可,,1,1,事務室前廊下,,,,,,,
364,,静岡市うなばら学園,障害者福祉課,清水区駒越西二丁目10番10号,34.975309,138.492751,335-5050,8:30～17:15月～金、第1・3土曜日,時間外利用不可,,1,1,１階事務室,,,,,,,
365,,静岡市清水うしおワーク,障害者福祉課,清水区駒越西二丁目10番10号,34.975309,138.492751,335-5050,8:30～17:15月～金、第1・3土曜日,時間外利用不可,,1,1,１階事務室,,,,,,,
366,,静岡市清水なぎさホーム,障害者福祉課,清水区駒越西二丁目10番10号,34.975309,138.492751,335-5050,8:30～17:15月～金、第1・3土曜日,時間外利用不可,,1,1,１階事務室,,,,,,,
367,,静岡市みなとふれあいセンター,障害者福祉課,清水区駒越西二丁目10番10号,34.975309,138.492751,335-5050,8:30～17:15月～金、第1・3土曜日,時間外利用不可,,1,1,多目的ホール,,,,,,,
368,,清水折戸老人福祉センター羽衣荘,高齢者福祉課,清水区折戸四丁目８番５３号,34.990449,138.513628,336-3117,火～日（休館日除く）9：00～16：00,時間外利用不可,,1,1,ロビー,,,,,,,
369,,清水社会福祉会館,福祉総務課,清水区宮代町１番１号,35.02404,138.483828,371-0291,休館日以外の8:30～21:00（休館日：毎月第３日曜、祝日、12月29日から翌年の1月3日までの日）,時間外利用不可,,1,3,①１階受付横,,,,,,,
370,,,,,35.02404,138.483828,,休館日以外の8:30～21:00（休館日：毎月第３日曜、祝日、12月29日から翌年の1月3日までの日）,時間外利用不可,,,,②３階エレベーター横,,,,,,,
371,,,,,35.02404,138.483828,,休館日以外の8:30～21:00（休館日：毎月第３日曜、祝日、12月29日から翌年の1月3日までの日）,時間外利用不可,,,,③５階エレベーター横,,,,,,,
372,,しみず社会福祉事業団（本部棟）,障害者福祉課,清水区駒越西二丁目10番10号,34.975309,138.492751,335-5050,8:30～17:15月～金、第1・3土曜日,時間外利用不可,,1,1,一階事務室前,,,,,,,
373,,清水中央子育て支援センター,子ども未来課,清水区島崎町２２３,35.020254,138.48953,355-3311355-3366,7：00～21：30（年末年始は除く）,時間外利用不可,,1,1,廊下,,,,,,,
374,,清水東部老人憩の家,高齢者福祉課,清水区興津中町１２８８番地,35.06058,138.527789,369-5513,火～日（休館日除く）9：00～16：00,時間外利用不可,,1,1,玄関正面,,,,,,,
375,,清水南部交流センター,高齢者福祉課,清水区駒越南町９番５０号,34.979341,138.504053,335-0609,火～日（休館日除く）9：00～21：00,時間外利用不可,,1,1,１階玄関横,,,,,,,
376,,清水船越老人福祉センター,高齢者福祉課,清水区船越二丁目９番２６号,34.999233,138.467521,352-5505,月～金 9:00～17:00（休館日除く）土 9:00～12:00,時間外利用不可,,1,1,事務室前,,,,,,,
377,,清水北部交流センター,高齢者福祉課,清水区八坂町２１１０番地の２,35.04104,138.471206,364-8902,火～日（休館日除く）9：00～21：00,時間外利用不可,,1,1,２階事務所前廊下,,,,,,,
378,,清水老人憩の家清開きらく荘,高齢者福祉課,清水区清開二丁目１番１号,34.996218,138.492283,334-1241,火～日（休館日除く）9：00～16：00,時間外利用不可,,1,1,事務所前廊下,,,,,,,
